# ra	dec	mag	bv	bayer	flamsteed	constellation
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
135.1600	41.7828	3.97	+0.44			
137.8192	-62.3172	3.97	-0.18			
270.1612	2.9317	3.97	+0.02		67	Oph
290.9717	-40.6161	3.97	-0.10	α		Sgr
337.3175	-43.4956	3.97	+1.03	δ¹		Gru
350.7425	-20.1006	3.97	+1.10		98	Aqr
30.8587	72.4214	3.98	-0.01		50	Cas
93.7137	-6.2747	3.98	+1.32	γ	5	Mon
109.2075	-67.9572	3.98	+0.79	δ		Vol
303.8679	47.7144	3.98	+1.52		32	Cyg
349.3575	-58.2358	3.99	+0.40	γ		Tuc
30.0013	-21.0778	4.00	+1.57	υ	59	Cet
43.4704	-49.8903	4.00	+2.11			
135.6117	-66.3961	4.00	+0.14	α		Vol
156.0987	-74.0317	4.00	+0.35			
220.4900	-37.7936	4.00	-0.17			
34.3287	33.8472	4.01	+0.02	γ	9	Tri
132.6329	-27.7100	4.01	+1.27	γ		Pyx
201.3063	54.9881	4.01	+0.16		80	UMa
240.4721	58.5653	4.01	+0.52	θ	13	Dra
242.9988	-19.4606	4.01	+0.04	ν	14	Sco
280.7588	-71.4281	4.01	+1.14	ζ		Pav
290.6596	-44.4589	4.01	-0.10	β¹		Sgr
307.3487	30.3686	4.01	+0.40		41	Cyg
342.3979	-13.5925	4.01	+1.57	τ²	71	Aqr
359.8279	6.8633	4.01	+0.42	ω	28	Psc
71.3754	-3.2547	4.02	-0.15	μ	57	Eri
131.6742	28.7600	4.02	+1.01	ι	48	Cnc
182.1033	-24.7289	4.02	+0.32	α	1	Crv
244.9600	-50.1556	4.02	+1.08	γ²		Nor
284.9058	15.0683	4.02	+1.08	ε	13	Aql
285.4200	-5.7389	4.02	+1.09		12	Aql
323.4954	45.5919	4.02	+0.89	ρ	73	Cyg
338.8392	-0.1175	4.02	-0.09	η	62	Aqr
75.8546	60.4422	4.03	+0.92	β	10	Cam
176.4650	6.5294	4.03	+1.51	ν	3	Vir
193.6483	-57.1778	4.03	-0.17	μ¹		Cru
271.3637	2.4994	4.03	+0.86		70	Oph
308.3033	11.3033	4.03	-0.13	ε	2	Del
59.7413	35.7911	4.04	+0.01	ξ	46	Per
62.1654	47.7125	4.04	-0.03		48	Per
62.9663	-6.8375	4.04	+0.33	ο¹	38	Eri
184.6088	-64.0031	4.04	-0.17	ζ		Cru
283.8338	43.9461	4.04	+1.59		13	Lyr
47.2667	49.6133	4.05	+0.59	ι		Per
170.2842	6.0294	4.05	-0.06	σ	77	Leo
215.1392	-37.8853	4.05	-0.03	ψ		Cen
216.2992	51.8508	4.05	+0.50	θ	23	Boo
219.4717	-49.4258	4.05	-0.15	ρ		Lup
220.9142	-35.1736	4.05	+1.35			
227.2108	-45.2797	4.05	-0.18	λ		Lup
11.8346	24.2672	4.06	+1.12	ζ	34	And
113.9804	26.8958	4.06	+1.54	υ	69	Gem
254.8963	-53.1606	4.06	+1.45	ε¹		Ara
25.9150	50.6886	4.07	-0.04	φ		Per
39.8708	0.3286	4.07	-0.22	δ	82	Cet
74.0929	13.5144	4.07	+1.15	ο²	9	Ori
103.5475	-12.0386	4.07	+1.43	θ	14	CMa
124.6317	-76.9197	4.07	+0.39	α		Cha
131.1000	-42.6492	4.07	+0.87			
207.3692	15.7978	4.07	+1.52	υ	5	Boo
229.3783	-58.8011	4.07	+0.09	β		Cir
316.4867	-17.2328	4.07	-0.01	θ	23	Cap
143.6112	-59.2294	4.08	+0.01			
164.9437	-18.2989	4.08	+1.09	α	7	Crt
171.2204	-17.6839	4.08	+0.21	γ	15	Crt
214.0037	-6.0006	4.08	+0.52	ι	99	Vir
320.5217	19.8044	4.08	+1.11		1	Peg
325.8767	58.7800	4.08	+2.35	μ		Cep
24.1992	41.4056	4.09	+0.54	υ	50	And
35.4371	-68.6594	4.09	+0.03	δ		Hyi
45.5979	-23.6244	4.09	+0.16	τ³	11	Eri
84.2262	9.2906	4.09	+0.95	φ²	40	Ori
237.1850	18.1417	4.09	+1.62	κ	35	Ser
40.1667	-39.8556	4.11	+1.02	ι		Eri
39.8975	-68.2669	4.11	-0.06	ε		Hyi
52.7183	12.9367	4.11	+1.12		5	Tau
117.3096	-46.3733	4.11	-0.18			
158.8671	-78.6078	4.11	+1.58	γ		Cha
176.6283	-61.1783	4.11	+0.90			
184.3921	-67.9608	4.11	+1.58	ε		Mus
234.1800	-66.3169	4.11	+1.17	ε		TrA
287.3679	-37.9044	4.11	+0.04	α		CrA
287.5071	-39.3408	4.11	+1.20	β		CrA
312.9554	-26.9192	4.11	+1.64	ω	18	Cap
337.4396	-43.7494	4.11	+1.57	δ²		Gru
41.0500	49.2283	4.12	+0.49	θ	13	Per
90.5958	9.6475	4.12	+0.16	μ	61	Ori
105.9396	-15.6333	4.12	-0.12	γ	23	CMa
147.8696	-14.8467	4.12	+0.92	υ¹	39	Hya
181.3021	8.7331	4.12	+0.98	ο	9	Vir
345.2200	-52.7542	4.12	+0.98	ζ		Gru
277.2079	-49.0708	4.13	+1.02	ζ		Tel
298.8154	-41.8683	4.13	+1.08	ι		Sgr
326.1613	25.6450	4.13	+0.43	κ	10	Peg
333.9925	37.7489	4.13	+1.46		1	Lac
354.9875	5.6264	4.13	+0.51	ι	17	Psc
63.7246	48.4094	4.14	+0.95	μ	51	Per
80.9867	-7.8081	4.14	+0.96		29	Ori
129.4112	-42.9892	4.14	+0.11			
233.2325	31.3592	4.14	-0.13	θ	4	CrB
311.5237	-25.2708	4.14	+0.43	ψ	16	Cap
355.1021	44.3339	4.14	-0.08	κ	19	And
97.2408	20.2122	4.15	-0.13	ν	18	Gem
107.9663	-0.4928	4.15	-0.01	δ	22	Mon
181.7204	-64.6136	4.15	+0.34	η		Cru
238.4562	-16.7294	4.15	+1.02	θ	46	Lib
239.3971	26.8778	4.15	+1.23	ε	13	CrB
341.5137	-81.3817	4.15	+0.20	β		Oct
8.2500	62.9317	4.16	+0.14	κ	15	Cas
91.0300	23.2633	4.16	+0.82		1	Gem
129.4142	5.7036	4.16	0.00	δ	4	Hya
249.0938	-35.2556	4.16	+1.57			
334.2083	-7.7833	4.16	+0.98	θ	43	Aqr
57.3637	-36.2003	4.17	+0.95			
261.5925	-24.1753	4.17	+0.28		44	Oph
340.1642	-27.0436	4.17	-0.11	ε	18	PsA
56.5817	23.9483	4.18	-0.06		23	Tau
112.2779	31.7844	4.18	+0.32	ρ	62	Gem
214.0958	46.0883	4.18	+0.08	λ	19	Boo
207.3612	-34.4508	4.19	+1.50		2	Cen
213.2242	-10.2736	4.19	+1.33	κ	98	Vir
281.4154	20.5464	4.19	+0.46		110	Her
333.7583	57.0436	4.19	+0.28	ε	23	Cep
341.6733	12.1728	4.19	+0.50	ξ	46	Peg
82.6963	5.9481	4.20	-0.14		32	Ori
119.2146	-22.8800	4.20	+0.72		11	Pup
248.5258	42.4369	4.20	-0.01	σ	35	Her
52.2671	59.9403	4.21	+0.41			
85.1900	-1.9428	4.21		ζ	50	Ori
156.9708	36.7072	4.21	+0.90	β	31	LMi
343.9871	-32.5397	4.21	+0.97	δ	23	PsA
348.9729	-9.0878	4.21	+1.11	ψ¹	91	Aqr
66.3421	22.2939	4.22	+0.13	κ¹	65	Tau
275.1896	71.3378	4.22	-0.10	φ	43	Dra
281.7938	-4.7478	4.22	+1.10	β		Sct
283.0542	-62.1875	4.22	-0.14	λ		Pav
307.3954	62.9942	4.22	+0.20	θ	2	Cep
311.4154	30.7197	4.22	+1.05		52	Cyg
321.6108	-65.3661	4.22	+0.49	γ		Pav
348.5808	-6.0489	4.22	+1.56	φ	90	Aqr
5.0179	-64.8747	4.23	+0.58	ζ		Tuc
42.6463	38.3186	4.23	+0.34		16	Per
54.1225	48.1928	4.23	-0.06	ψ	37	Per
56.7121	-23.2497	4.23	+0.42	τ6	27	Eri
206.4217	-33.0439	4.23	+0.38		1	Cen
241.6479	-36.8022	4.23	-0.17	θ		Lup
247.8454	-34.7044	4.23	-0.16			
251.4921	82.0372	4.23	+0.89	ε	22	UMi
297.6412	32.9142	4.23	+1.82	χ		Cyg
319.3542	39.3947	4.23	+0.12	σ	67	Cyg
326.6983	49.3094	4.23	-0.12	π²	81	Cyg
118.3258	-48.1031	4.24	-0.14			
250.7692	-77.5175	4.24	+1.06	β		Aps
304.4121	-12.5083	4.24	+1.07	α¹	5	Cap
17.1863	86.2569	4.25	+1.21			
17.3758	47.2419	4.25	-0.07	φ	42	And
36.7463	-47.7039	4.25	-0.14	κ		Eri
41.0308	-13.8586	4.25	-0.14	π	89	Cet
64.0067	-51.4867	4.25	+0.30	γ		Dor
69.1725	41.2647	4.25	+1.22		58	Per
68.9137	10.1608	4.25	+0.18		88	Tau
125.7088	43.1881	4.25	+1.55		31	Lyn
134.6217	11.8578	4.25	+0.14	α	65	Cnc
156.7879	-31.0678	4.25	+1.45	α		Ant
216.8812	75.6961	4.25	+1.44		5	UMi
26.3483	9.1578	4.26	+0.96	ο	110	Psc
89.9838	45.9369	4.26	+1.72	π	35	Aur
184.5863	-79.3122	4.26	-0.12	β		Cha
188.4354	41.3575	4.26	+0.59	β	8	CVn
197.9683	27.8781	4.26	+0.57	β	43	Com
210.4117	1.5444	4.26	+0.10	τ	93	Vir
242.1925	44.9350	4.26	-0.07	φ	11	Her
265.3537	-12.8753	4.26	+0.08	ο	56	Ser
41.2354	10.1142	4.27	+0.31	μ	87	Cet
49.9821	-43.0697	4.27	+0.71			
53.4471	-21.6328	4.27	-0.11	τ⁵	19	Eri
69.5396	12.5108	4.27	+0.12		90	Tau
77.2867	-8.7542	4.27	-0.19	λ	69	Eri
122.3721	-47.3458	4.27	-0.23	γ¹		Vel
193.3592	-40.1789	4.27	+0.21			
196.7275	-49.9061	4.27	-0.19	ξ²		Cen
229.6333	-47.8750	4.27	-0.08	μ		Lup
311.6646	16.1242	4.27	+1.04	γ²	12	Del
331.6092	-13.8697	4.27	-0.07	ι	33	Aqr
15.7358	7.8900	4.28	+0.96	ε	71	Psc
37.0396	8.4600	4.28	-0.06	ξ²	73	Cet
54.2183	0.4017	4.28	+0.58		10	Tau
66.5771	22.8136	4.28	+0.26	υ	69	Tau
70.5613	22.9569	4.28	-0.13	τ	94	Tau
115.8279	28.8836	4.28	+1.12	σ	75	Gem
159.8267	-55.6033	4.28	+1.04			
178.2275	-33.9081	4.28	-0.10	β		Hya
247.7846	-16.6128	4.28	+0.92	φ	8	Oph
320.5617	-16.8344	4.28	+0.90	ι	32	Cap
346.7200	-43.5206	4.28	+0.42	θ		Gru
351.9921	6.3789	4.28	+1.07	θ	10	Psc
61.6458	50.3514	4.29	+0.02	λ	47	Per
63.8838	8.8922	4.29	-0.06	μ	49	Tau
66.3725	17.9281	4.29	+0.05	δ³	68	Tau
73.5125	66.3428	4.29	+0.03	α	9	Cam
79.8937	-13.1767	4.29	-0.26	λ	6	Lep
144.2717	81.3264	4.29	+1.48			
261.8388	-29.8669	4.29	+0.40		45	Oph
264.1367	-38.6353	4.29	+1.09			
290.8050	-44.7997	4.29	+0.34	β²		Sgr
326.3621	61.1208	4.29	+0.52	ν	10	Cep
330.9475	64.6278	4.29	+0.34	ξ	17	Cep
332.4967	33.1783	4.29	+0.46	π²	29	Peg
337.8762	-32.3461	4.29	+0.01	β	17	PsA
354.5342	43.2681	4.29	-0.10	ι	17	And
56.3021	24.4672	4.30	-0.11		19	Tau
130.8063	3.3986	4.30	-0.20	η	7	Hya
174.2371	-0.8239	4.30	+1.00	υ	91	Leo
283.6258	36.8989	4.30	+1.68	δ²	12	Lyr
303.3496	56.5678	4.30	+0.11		33	Cyg
14.6517	-29.3575	4.31	-0.16	α		Scl
142.9300	22.9681	4.31	+1.54	λ	4	Leo
188.0175	-16.1961	4.31	+0.38	η	8	Crv
231.1225	37.3772	4.31	+0.31	μ¹	51	Boo
70.1104	-19.6717	4.32	+1.61		54	Eri
112.0408	8.9256	4.32	+1.43	γ	4	CMi
131.5938	-13.5478	4.32	+0.90		12	Hya
177.4213	-63.7883	4.32	-0.15			
216.7287	-83.6678	4.32	+1.31	δ		Oct
222.9100	-43.5756	4.32	-0.15	ο		Lup
236.0146	77.7944	4.32	+0.04	ζ	16	UMi
241.8513	-20.8686	4.32	+0.84	ω²	10	Sco
309.5846	-1.1053	4.32	+0.95		71	Aql
17.7758	55.1497	4.33	+0.17	θ	33	Cas
30.5117	2.7636	4.33	+0.03	α	113	Psc
97.9637	-23.4183	4.33	-0.24	ξ¹	4	CMa
130.1542	-59.7611	4.33	-0.11			
180.7562	-63.3128	4.33	+0.27	θ¹		Cru
193.2788	-48.9433	4.33	+1.37			
215.0813	-56.3867	4.33	+0.12			
234.5133	-42.5675	4.33	+1.42	ω		Lup
260.2071	-12.8469	4.33	+0.03	ν	53	Ser
274.9654	36.0644	4.33	+1.17	κ	1	Lyr
122.1483	-2.9839	4.34	+0.97	ζ	29	Mon
139.0508	-57.5414	4.34	+1.63			
210.4308	-45.6036	4.34	+0.60	υ²		Cen
229.4579	-30.1489	4.34	+1.10		2	Lup
261.6288	4.1403	4.34	+1.50	σ	49	Oph
326.2367	-33.0258	4.34	-0.05	ι	9	PsA
326.1279	17.3500	4.34	+1.17		9	Peg
44.5679	-40.3044	4.35	+0.08	θ²		Eri
47.9075	19.7267	4.35	+1.03	δ	57	Ari
86.1933	-65.7356	4.35	+0.21	δ		Dor
93.8446	29.4981	4.35	+1.02	κ	44	Aur
104.3188	58.4225	4.35	+0.85		15	Lyn
121.9825	-68.6172	4.35	-0.11	ε		Vol
125.1604	-77.4844	4.35	+1.16	θ		Cha
144.2067	-49.3553	4.35	+0.17			
216.5450	-45.3794	4.35	+0.43	τ²		Lup
272.1450	-63.6683	4.35	+0.22	π		Pav
9.2204	33.7194	4.36	-0.14	π	29	And
10.8383	-57.4631	4.36	0.00	η		Phe
52.6438	47.9953	4.36	+1.35	σ	35	Per
61.1737	22.0819	4.36	+1.07		37	Tau
72.6529	8.9003	4.36	+0.01	π²	2	Ori
78.3079	-12.9414	4.36	-0.10	κ	4	Lep
89.3842	-35.2833	4.36	-0.18	γ		Col
132.1083	5.8378	4.36	-0.04	ρ	13	Hya
186.7346	28.2683	4.36	+1.13	γ	15	Com
211.5117	-41.1797	4.36	-0.19	χ		Cen
272.1896	20.8144	4.36	-0.16		102	Her
263.0538	86.5864	4.36	+0.02	δ	23	UMi
275.8067	-61.4939	4.36	+1.48	ξ		Pav
281.1933	37.6050	4.36	+0.19	ζ¹	6	Lyr
281.7554	18.1814	4.36	+0.13		111	Her
289.0921	38.1336	4.36	+1.26	θ	21	Lyr
294.1804	-1.2864	4.36	-0.08	ι	41	Aql
337.3825	47.7069	4.36	+1.68		5	Lac
7.8863	-62.9581	4.37	-0.07	β¹		Tuc
9.6387	29.3117	4.37	+0.87	ε	30	And
33.2500	8.8467	4.37	+0.89	ξ¹	65	Cet
94.1379	-35.1406	4.37	+1.00	κ		Col
104.0342	-17.0542	4.37	-0.07	ι	20	CMa
151.9762	9.9975	4.37	+1.45		31	Leo
295.0242	18.0139	4.37	+0.78	α	5	Sge
295.2621	17.4761	4.37	+1.05	β	6	Sge
299.9342	-35.2764	4.37	-0.15	θ¹		Sgr
353.2429	-37.8183	4.37	-0.09	β		Scl
83.0533	18.5944	4.38	+2.07		119	Tau
197.4875	-5.5389	4.38	-0.01	θ	51	Vir
253.5021	10.1653	4.38	-0.08	ι	25	Oph
73.2237	-5.4528	4.39	+0.25	ω	61	Eri
98.7442	-52.9756	4.39	-0.02			
120.5662	2.3344	4.39	+1.25			
165.0387	-42.2258	4.39	+0.11			
260.2508	-21.1128	4.39	+0.39	ξ	40	Oph
288.4396	39.1461	4.39	-0.15	η	20	Lyr
302.2221	77.7114	4.39	-0.05	κ	1	Cep
319.9667	-53.4497	4.39	+0.19	θ		Ind
349.4758	-9.1825	4.39	-0.15	ψ²	93	Aqr
351.5117	-20.6419	4.39	+1.47		99	Aqr
102.4637	-53.6222	4.40	+0.92			
109.6767	-24.9542	4.40	-0.15	τ	30	CMa
122.2567	-19.2450	4.40	-0.15		16	Pup
225.7250	2.0914	4.40	+1.04		110	Vir
329.4796	-54.9925	4.40	+0.28	δ		Ind
351.3450	23.4042	4.40	+0.61	υ	68	Peg
28.4117	-46.3025	4.41	+1.59	ψ		Phe
83.7050	9.4894	4.41	-0.16	φ¹	37	Ori
88.5954	20.2761	4.41	+0.59	χ¹	54	Ori
107.7850	30.2453	4.41	+1.26	τ	46	Gem
119.5600	-49.2450	4.41	-0.17			
169.5458	31.5292	4.41	+0.59	ξ	53	UMa
222.5721	-27.9603	4.41	+1.40		58	Hya
262.6846	26.1106	4.41	+1.44	λ	76	Her
269.6258	30.1894	4.41	+0.39	ν	94	Her
346.9746	75.3875	4.41	+0.80	π	33	Cep
349.7058	-32.5319	4.41	+1.13	γ		Scl
0.4900	-6.0142	4.41	+1.63		30	Psc
14.3017	23.4175	4.42	+0.94	η	38	And
56.5354	-12.1017	4.42	+1.63	π	26	Eri
91.8929	14.7683	4.42	-0.17	ν	67	Ori
165.5825	20.1797	4.42	+0.05		60	Leo
215.7592	-39.5122	4.42	-0.18			
218.1537	-50.4569	4.42	-0.19	σ		Lup
246.7558	-18.4564	4.42	+0.28	χ	7	Oph
311.9342	-5.0278	4.42	+1.65		3	Aqr
337.2087	-0.0200	4.42	+0.38	ζ²	55	Aqr
12.1708	7.5850	4.43	+1.50	δ	63	Psc
63.8179	-7.6528	4.43	+0.82	ο²	40	Eri
99.4725	-18.2375	4.43	+1.15	ν³	8	CMa
220.2871	13.7283	4.43	+0.05	ζ	30	Boo
236.6108	7.3531	4.43	+0.60	λ	27	Ser
305.9654	32.1900	4.43	+1.33		39	Cyg
310.8646	15.0744	4.43	+0.32	δ	11	Del
319.4796	34.8969	4.43	-0.11	υ	66	Cyg
335.8900	52.2292	4.43	+1.02	β	3	Lac
3.6600	-18.9328	4.44	+1.66		7	Cet
25.3579	5.4875	4.44	+1.36	ν	106	Psc
64.1204	-59.3019	4.44	+1.08	ε		Ret
95.9421	4.5928	4.44	+0.18	ε	8	Mon
123.5121	-40.3481	4.44	+1.17			
129.6892	3.3414	4.44	+1.21	σ	5	Hya
284.2375	-67.2336	4.44	+0.71	κ		Pav
292.1762	24.6650	4.44	+1.50	α	6	Vul
70.1404	-41.8639	4.45	+0.34	α		Cae
78.0746	-11.8692	4.45	-0.10	ι	3	Lep
113.5133	-22.2961	4.45	+0.51			
122.8396	-39.6186	4.45	+1.62			
124.6388	-36.6594	4.45	+0.22			
135.0225	-41.2539	4.45	+0.65			
158.8971	-57.5578	4.45	+1.62			
161.4450	-80.5403	4.45	-0.19	δ²		Cha
248.0342	-21.4664	4.45	+0.13	ω	9	Oph
270.4383	1.3053	4.45	+0.02		68	Oph
288.8875	73.3556	4.45	+1.25	τ	60	Dra
293.5225	7.3789	4.45	+1.17	μ	38	Aql
42.2725	-32.4058	4.46	+0.99	β		For
78.3229	2.8611	4.46	+1.19	ρ	17	Ori
141.1637	26.1822	4.46	+1.23	κ	1	Leo
177.7862	-45.1736	4.46	+1.30			
218.6700	29.7450	4.46	+0.36	σ	28	Boo
331.5288	-39.5433	4.46	+1.37	λ		Gru
340.1288	44.2764	4.46	+1.33		11	Lac
343.1317	-32.8756	4.46	-0.04	γ	22	PsA
41.2758	-18.5725	4.47	+0.48	τ¹	1	Eri
50.0850	29.0483	4.47	+1.55			
57.3800	65.5261	4.47	+1.88			
74.3217	53.7522	4.47	-0.02		7	Cam
74.6371	1.7142	4.47	+1.40	π6	10	Ori
101.9650	2.4122	4.47	+1.11		18	Mon
169.1654	-3.6517	4.47	+0.21	φ	74	Leo
182.0217	-50.6614	4.47	-0.15			
246.7962	-47.5550	4.47	-0.07	ε		Nor
346.6704	-23.7431	4.47	+0.90		86	Aqr
92.9850	14.2089	4.48	-0.18	ξ	70	Ori
94.9058	59.0108	4.48	+0.01		2	Lyn
97.0421	-32.5800	4.48	-0.17	λ		CMa
137.2179	51.6047	4.48	+0.27		15	UMa
136.2867	-72.6028	4.48	+0.61			
151.8575	35.2447	4.48	+0.18		21	LMi
167.9146	-22.8258	4.48	+0.03	β	11	Crt
294.1104	50.2211	4.48	+0.38	θ	13	Cyg
336.8333	-64.9664	4.48	-0.03	δ		Tuc
66.5867	15.6183	4.49	+0.25		71	Tau
100.9971	13.2278	4.49	+1.16		30	Gem
108.1400	-46.7594	4.49	+0.32			
118.1613	-38.8631	4.49	-0.19			
131.6771	-56.7697	4.49	-0.17			
151.9846	-0.3717	4.49	-0.04	α	15	Sex
224.2958	-4.3464	4.49	+0.32		16	Lib
318.6204	10.0069	4.49	+0.50	δ	7	Equ
333.4696	39.7150	4.49	+1.39			
355.6804	-14.5450	4.49	-0.04	ω²	105	Aqr
98.2258	7.3331	4.50	0.00		13	Mon
114.7054	-26.8017	4.50	-0.17			
117.0217	-25.9372	4.50	-0.05	ο		Pup
143.7062	52.0514	4.50	+0.01		26	UMa
155.2283	-56.0431	4.50	-0.12			
163.9033	24.7497	4.50	+0.01		54	Leo
206.8154	17.4567	4.50	+0.48	τ	4	Boo
246.0258	-20.0375	4.50	+1.01	ψ	4	Oph
316.7821	-25.0058	4.50	+1.61		24	Cap
332.0958	-32.9886	4.50	+0.05	μ	14	PsA
355.5117	1.7800	4.50	+0.20	λ	18	Psc
359.9792	-65.5772	4.50	-0.08	ε		Tuc
17.9150	30.0897	4.51	+1.09	τ	83	Psc
41.9771	29.2472	4.51	+1.11		39	Ari
60.2242	-62.1594	4.51	+1.65	γ		Ret
68.3775	-29.7667	4.51	+0.98	υ¹	50	Eri
87.4571	-56.1667	4.51	+1.10	γ		Pic
142.3113	-35.9514	4.51	+1.44	ε		Ant
230.8446	-59.3208	4.51	+0.19	γ		Cir
300.7046	67.8736	4.51	+1.32	ρ	67	Dra
311.0096	-51.9211	4.51	+0.27	η		Ind
311.3379	57.5797	4.51	+0.54			
317.3987	-11.3717	4.51	+0.94	ν	13	Aqr
322.1808	-21.8072	4.51	+0.91		36	Cap
337.6221	43.1233	4.51	-0.09		6	Lac
4.5821	36.7853	4.52	+0.05	σ	25	And
37.2667	67.4025	4.52	+0.12	ι		Cas
87.2938	39.1811	4.52	+0.94	τ	29	Aur
144.8375	-61.3281	4.52	-0.07			
214.7775	-13.3711	4.52	+0.13	λ	100	Vir
235.3879	19.6703	4.52	+0.04	ι	21	Ser
260.9208	37.1458	4.52	-0.03	ρ	75	Her
299.2367	-27.1700	4.52	+1.46		59	Sgr
303.9421	27.8142	4.52	+1.26		23	Vul
346.7512	9.4094	4.52	+1.57		55	Peg
348.1375	49.4064	4.52	+0.29		7	And
12.4533	41.0789	4.53	-0.15	ν	35	And
42.8783	35.0597	4.53	+1.56		17	Per
90.0142	-3.0742	4.53	+1.22			
114.3421	-34.9686	4.53	-0.09			
176.9963	20.2189	4.53	+0.55		93	Leo
200.6579	-60.9883	4.53	-0.13			
201.0021	-64.5358	4.53	+0.85			
272.8075	-45.9544	4.53	+1.01	ε		Tel
311.8521	36.4908	4.53	-0.11	λ	54	Cyg
345.9692	3.8200	4.53	-0.12	β	4	Psc
7.8900	-62.9658	4.54	+0.15	β²		Tuc
11.1812	48.2844	4.54	-0.07	ο	22	Cas
30.4892	70.9069	4.54	+0.16		48	Cas
52.4787	58.8786	4.54	+0.56			
79.5446	33.3717	4.54	+1.27		16	Aur
98.7642	-22.9647	4.54	-0.05	ξ²	5	CMa
112.4492	12.0067	4.54	+1.28		6	CMi
213.3708	51.7903	4.54	+0.20	κ²	17	Boo
226.1112	26.9475	4.54	+1.24	ψ	43	Boo
228.0554	-19.7917	4.54	-0.08	ι¹	24	Lib
230.7892	-36.8586	4.54	-0.15	φ²		Lup
233.9717	-44.9586	4.54	-0.18			
261.6579	-5.0867	4.54	+0.39			
266.8900	-27.8308	4.54	+0.80		3	Sgr
358.5958	57.4994	4.54	+1.22	ρ	7	Cas
76.1017	-35.4833	4.55	+1.20	γ¹		Cae
105.0167	76.9775	4.55	+1.36			
143.5558	36.3975	4.55	+0.92		10	LMi
222.8471	19.1011	4.55	+0.76	ξ	37	Boo
245.1592	-24.1694	4.55	+0.84	ο	19	Sco
316.6504	47.6483	4.55	+1.57		63	Cyg
352.2888	12.7606	4.55	+0.94		70	Peg
0.9350	-17.3361	4.55	-0.05		2	Cet
59.6863	-61.4003	4.56	+1.62	δ		Ret
136.6325	38.4522	4.56	+1.04			
143.6204	69.8303	4.56	+0.77		24	UMa
207.9567	-32.9944	4.56	-0.13		3	Cen
216.5342	-45.2214	4.56	-0.15	τ¹		Lup
325.4804	71.3114	4.56	+1.10		11	Cep
84.7963	4.1214	4.57	-0.11	ω	47	Ori
142.9954	-1.1850	4.57	+0.10	τ²	32	Hya
154.9033	-55.0294	4.57	+1.62			
160.8837	-60.5667	4.57	+1.71			
246.3542	14.0333	4.57	0.00	ω	24	Her
272.0208	-28.4572	4.57	+0.94			
322.4871	23.6389	4.57	+1.62		2	Peg
335.2567	46.5367	4.57	-0.10		2	Lac
336.1292	49.4764	4.57	+0.09		4	Lac
357.2317	-28.1303	4.57	+0.01	δ		Scl
54.2737	-40.2747	4.58	+1.04			
88.3317	27.6122	4.58	-0.02		136	Tau
137.0121	-25.8583	4.58	+1.59	κ		Pyx
147.9200	-46.5478	4.58	+1.20			
265.4846	72.1489	4.58	+0.42	ψ¹	31	Dra
298.3654	24.0797	4.58	-0.06		13	Vul
300.6646	-27.7097	4.58	+1.65		62	Sgr
10.3317	-46.0850	4.59	+0.97	μ		Phe
55.7088	-37.3136	4.59	+1.20			
81.7092	3.0956	4.59	-0.21	ψ²	30	Ori
83.8467	-4.8383	4.59	-0.19		42	Ori
115.8850	-28.4111	4.59	+1.63		1	Pup
148.0267	54.0644	4.59	+0.03	φ	30	UMa
238.4029	-25.3272	4.59	-0.07		2	Sco
243.0758	-27.9264	4.59	-0.16		13	Sco
263.9150	-46.5056	4.59	-0.03	σ	1	Ara
283.6871	22.6450	4.59	+0.78		113	Her
287.0871	-40.4967	4.59	+1.09	δ		CrA
290.1671	65.7147	4.59	+0.02	π	58	Dra
313.0321	27.0969	4.59	+0.83		31	Vul
337.2071	-0.0203	4.59		ζ¹	55	Aqr
97.2042	-7.0328	4.60	-0.10	β	11	Mon
130.0533	64.3278	4.60	+1.17	π²	4	UMa
142.2871	-2.7689	4.60	+0.46	τ¹	31	Hya
151.2812	-13.0647	4.60	-0.09	υ²	40	Hya
164.1796	-37.1378	4.60	+1.03	ι		Ant
168.1500	-60.3175	4.60	+0.55			
198.0725	-59.9208	4.60	-0.08			
221.3104	16.9644	4.60	+0.98	ο	35	Boo
224.3958	65.9325	4.60	+1.59			
231.3342	-38.7336	4.60	0.00			
294.1767	-24.8836	4.60	-0.07		52	Sgr
350.1592	23.7403	4.60	+0.17	τ	62	Peg
1.3337	-5.7075	4.61	+1.04		33	Psc
4.2729	38.6817	4.61	+0.06	θ	24	And
64.5608	50.2956	4.61	+0.04			
119.9667	-18.3992	4.61	+0.08			
166.6350	-62.4242	4.61	+1.03			
290.4317	-15.9550	4.61	+0.10	υ	46	Sgr
308.4758	35.2508	4.61	+1.60		47	Cyg
28.3887	3.1875	4.62	+0.94	ξ	111	Psc
82.9825	-7.3014	4.62	-0.26	υ	36	Ori
114.7075	-26.8036	4.62				
130.9183	-7.2336	4.62	+0.84			
138.9379	-37.4133	4.62	+0.45			
173.6904	-54.2642	4.62	-0.08			
193.6633	-59.1467	4.62	-0.15	λ		Cru
233.5446	-10.0644	4.62	+1.01		37	Lib
238.1688	42.4517	4.62	+0.56	χ	1	Her
264.4613	-8.1189	4.62	+0.11	μ	57	Oph
270.1208	-3.6903	4.62	+0.38	ζ	57	Ser
